@relation 'Stu Performance-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute Student_ID numeric
@attribute Hours_Studied numeric
@attribute Attendance numeric
@attribute Parental_Involvement {Low,Medium,High}
@attribute Access_to_Resources {High,Medium,Low}
@attribute Extracurricular_Activities {No,Yes}
@attribute Sleep_Hours numeric
@attribute Previous_Scores numeric
@attribute Motivation_Level {Low,Medium,High}
@attribute Internet_Access {Yes,No}
@attribute Tutoring_Sessions numeric
@attribute Family_Income {Low,Medium,High}
@attribute Teacher_Quality {Medium,High,Low}
@attribute School_Type {Public,Private}
@attribute Peer_Influence {Positive,Negative,Neutral}
@attribute Physical_Activity numeric
@attribute Learning_Disabilities {No,Yes}
@attribute Parental_Education_Level {'High School',College,Postgraduate}
@attribute Distance_from_Home {Near,Moderate,Far}
@attribute Gender {Male,Female}
@attribute Exam_Score numeric
@attribute Academic_Performance numeric

@data
0.159159,0.547619,0.1,Medium,Medium,Yes,0.666667,0.8,High,Yes,0,Low,High,Public,Negative,0.5,No,'High School',Near,Male,0.166667,4
0.16016,0.309524,0.925,Medium,Medium,Yes,0.333333,0.32,Medium,Yes,0.333333,Medium,Medium,Public,Negative,0.5,Yes,College,Near,Female,0.214286,5
0.161161,0.571429,0.1,Medium,High,No,0.166667,0.78,Low,Yes,0.333333,Medium,Medium,Public,Neutral,0.666667,No,College,Far,Male,0.190476,8
0.162162,0.619048,0.65,Medium,Medium,No,0.5,0.44,Low,Yes,0.166667,Medium,High,Public,Positive,0.666667,No,'High School',Far,Male,0.261905,1
0.163163,0.333333,0.425,Medium,Medium,Yes,0.666667,0.88,Low,Yes,0,High,High,Public,Positive,0.5,No,College,Moderate,Male,0.190476,1
0.164164,0.595238,0.4,Medium,High,Yes,0.333333,0.04,Medium,Yes,0.666667,High,Low,Public,Neutral,0.5,No,'High School',Near,Male,0.261905,10
0.165165,0.5,0.675,High,Low,Yes,0.5,0.36,Medium,No,0,Low,Medium,Public,Neutral,0.333333,No,'High School',Near,Male,0.214286,4
0.166166,0.571429,0.075,High,Medium,Yes,0.333333,0.42,Medium,Yes,0.166667,Medium,Low,Private,Positive,0.5,No,'High School',Near,Male,0.190476,10
0.167167,0.714286,0.6,Medium,Medium,Yes,0.833333,0.74,Medium,Yes,0.333333,Low,Medium,Private,Neutral,0.5,No,College,Far,Male,0.309524,3
0.168168,0.428571,0.775,High,Low,No,0.333333,0.18,Medium,Yes,0.833333,Medium,High,Public,Neutral,0.666667,No,College,Moderate,Male,0.285714,5
0.169169,0.333333,0.825,High,Medium,No,0.333333,0.28,Medium,Yes,0.333333,Medium,High,Public,Positive,0.666667,No,Postgraduate,Near,Male,0.309524,10
0.17017,0.333333,0.175,Medium,Medium,Yes,0.5,0.72,High,Yes,0.166667,High,Medium,Private,Positive,0.5,No,Postgraduate,Near,Male,0.190476,8
0.171171,0.333333,0.9,Medium,Medium,No,0.5,0.08,High,No,0.5,Medium,High,Public,Negative,0.333333,No,'High School',Near,Male,0.214286,1
0.172172,0.452381,0.65,High,Low,No,0.666667,0.2,Medium,Yes,0.166667,Medium,Medium,Public,Neutral,0.666667,Yes,College,Far,Female,0.190476,5
0.173173,0.5,0.875,Medium,High,No,0.833333,0.76,Low,Yes,0,Low,High,Public,Positive,0.333333,No,Postgraduate,Near,Male,0.333333,5
0.174174,0.5,0.475,Medium,Medium,No,0.833333,0.88,Medium,Yes,0.166667,Medium,Medium,Public,Positive,0.5,No,'High School',Near,Male,0.238095,2
0.175175,0.571429,0.55,Medium,Medium,No,0.333333,0.72,Medium,No,0.5,Low,High,Public,Positive,0.5,No,'High School',Near,Female,0.261905,5
0.176176,0.452381,0.925,Medium,Medium,Yes,0.5,0.52,Low,Yes,0.333333,Low,Low,Private,Positive,0.5,No,Postgraduate,Near,Male,0.309524,8
0.177177,0.666667,0.9,Medium,Medium,Yes,0.833333,0.1,Low,No,0,Medium,Medium,Public,Neutral,0.333333,No,Postgraduate,Far,Female,0.285714,10
0.178178,0.404762,0.45,Medium,Medium,No,0.833333,0.82,High,Yes,0.333333,High,Low,Public,Neutral,0.666667,No,College,Far,Female,0.214286,7
0.179179,0.833333,0.275,Medium,Medium,Yes,0.490582,0.12,Medium,Yes,0.333333,High,Medium,Public,Positive,0.333333,No,'High School',Far,Male,0.261905,2
0.18018,0.547619,0.4,Low,High,No,0.666667,0.38,Low,Yes,0.333333,Medium,Medium,Public,Neutral,0.166667,No,'High School',Moderate,Male,0.166667,6
0.181181,0.333333,0.4,High,High,No,0.666667,0.06,Medium,Yes,0.166667,Low,Medium,Public,Neutral,0.666667,No,College,Near,Male,0.166667,10
0.182182,0.309524,0.275,Medium,Medium,Yes,0.666667,0.7,Low,Yes,0.333333,Medium,High,Public,Neutral,0.666667,No,'High School',Near,Male,0.142857,1
0.183183,0.52381,0.275,Low,Low,Yes,0.833333,0.5,Low,Yes,0.166667,Low,Medium,Public,Negative,0.333333,No,College,Near,Male,0.119048,10
0.184184,0.428571,0.85,Low,Medium,Yes,0.166667,0.9,Medium,Yes,0.5,Low,Medium,Public,Positive,0.333333,No,'High School',Moderate,Male,0.261905,10
0.185185,0.547619,0.075,Medium,Low,Yes,0.333333,0.14,Medium,Yes,0.166667,Low,High,Private,Neutral,0.833333,No,College,Near,Female,0.142857,3
0.186186,0.52381,0.675,High,High,Yes,0.666667,0.82,High,Yes,0,High,Medium,Private,Positive,0.5,No,'High School',Moderate,Male,0.333333,6
0.187187,0.452381,0.175,Low,Medium,Yes,0.5,0.52,Medium,Yes,0,Medium,Medium,Public,Neutral,0.666667,No,'High School',Near,Male,0.119048,9
0.188188,0.333333,0.35,Low,High,Yes,0,0.36,Low,Yes,0.5,Low,Medium,Public,Positive,0.5,No,'High School',Near,Female,0.142857,1
0.189189,0.238095,0.05,Medium,High,Yes,0.166667,0.64,Medium,Yes,0.5,High,Medium,Private,Neutral,0.666667,No,College,Moderate,Male,0.142857,6
0.19019,0.380952,0.275,Medium,Medium,Yes,0.666667,0.8,Medium,Yes,0.833333,Medium,Medium,Public,Positive,0.166667,No,Postgraduate,Far,Male,0.214286,2
0.191191,0.571429,0.775,Medium,Medium,No,0.666667,0.44,Low,Yes,0.333333,Medium,High,Public,Positive,0,No,Postgraduate,Near,Male,0.309524,9
0.192192,0.47619,0.875,Medium,Medium,No,0.166667,0.24,High,Yes,0.166667,Medium,Low,Public,Positive,0.666667,No,'High School',Near,Male,0.285714,2
0.193193,0.285714,0.225,Medium,Low,Yes,0.833333,0.92,Low,Yes,0,High,Medium,Private,Neutral,0.666667,No,'High School',Far,Female,0.071429,3
0.194194,0.47619,0.475,Medium,High,Yes,0.5,0.32,Low,Yes,0.333333,Low,Medium,Public,Negative,0.666667,No,College,Moderate,Male,0.214286,2
0.195195,0.5,0.475,High,Medium,No,0.166667,1,Medium,Yes,0.666667,High,High,Public,Negative,0.5,No,College,Near,Male,0.333333,4
0.196196,0.333333,0.875,Low,Low,Yes,0.333333,0.76,Low,Yes,0.166667,Low,Medium,Public,Negative,0.833333,No,'High School',Near,Male,0.190476,4
0.197197,0.47619,0.775,Medium,High,Yes,0.166667,0.68,Medium,Yes,0.166667,High,Low,Public,Neutral,0.333333,No,'High School',Near,Male,0.285714,10
0.198198,0.452381,0.525,Medium,Medium,Yes,0.333333,0.02,High,No,0.5,Medium,Medium,Public,Neutral,0.666667,Yes,'High School',Near,Male,0.214286,1
0.199199,0.285714,0.675,High,Low,Yes,0,0.44,Medium,Yes,0.333333,Medium,High,Public,Neutral,0.5,No,'High School',Moderate,Female,0.214286,8
0.2002,0.5,0.85,Low,Medium,Yes,0.5,0.5,High,Yes,0.333333,High,Medium,Public,Neutral,0.333333,No,College,Near,Female,0.309524,?
0.201201,0.52381,0,High,Medium,Yes,0.666667,0.38,Medium,Yes,0.166667,Low,Medium,Private,Positive,0.666667,No,College,Near,Male,0.190476,8
0.202202,0.595238,0.4,Medium,Medium,Yes,0.166667,0.14,Medium,Yes,0.166667,Medium,Medium,Public,Positive,0.666667,No,'High School',Near,Male,0.238095,6
0.203203,0.595238,0.9,Medium,Medium,Yes,0.5,0.36,Medium,Yes,0.5,High,Medium,Private,Positive,0.5,No,College,Near,Female,0.380952,2
0.204204,0.261905,0.75,Medium,Low,Yes,0.333333,0.08,Medium,No,0.166667,High,Medium,Public,Neutral,0.5,No,'High School',Near,Male,0.142857,7
0.205205,0.309524,0.55,Medium,Medium,No,0.666667,0.3,Medium,Yes,0.166667,Low,Medium,Private,Positive,0.5,No,College,Near,Male,0.166667,10
0.206206,0.52381,0.525,Low,Medium,Yes,0,0.08,Medium,Yes,0.166667,Low,Medium,Public,Neutral,0.5,No,College,Near,Male,0.190476,9
0.207207,0.52381,0.35,Medium,High,Yes,0.666667,0.76,Low,Yes,0,Medium,High,Public,Negative,0.5,Yes,'High School',Near,Male,0.190476,7
0.208208,0.52381,0.525,Medium,Low,No,0,0.68,Medium,Yes,0.333333,Medium,Medium,Public,Positive,0.833333,No,'High School',Near,Male,0.238095,5
0.209209,1,0.65,High,Medium,Yes,0.5,0.94,Medium,Yes,0.333333,Medium,High,Public,Positive,0.166667,No,'High School',Near,Female,0.47619,4
0.21021,0.52381,0.425,Medium,High,Yes,0.333333,0.38,Low,Yes,0.166667,Medium,Medium,Private,Positive,0.333333,No,'High School',Moderate,Female,0.214286,8
0.211211,0.619048,0.725,Medium,High,Yes,0.333333,0.78,Medium,Yes,0.5,Medium,Medium,Private,Positive,0.5,No,'High School',Near,Male,0.380952,6
0.212212,0.595238,0.85,Medium,High,No,0.166667,0.58,High,Yes,0.166667,Low,High,Public,Positive,0.333333,No,Postgraduate,Near,Male,0.380952,5
0.213213,0.547619,0.15,Medium,Low,No,0.833333,0.64,Low,Yes,0.166667,Medium,Medium,Public,Neutral,0.333333,Yes,'High School',Near,Female,0.095238,7
0.214214,0.404762,0.45,High,Medium,Yes,0.166667,0.54,Medium,No,0.333333,Medium,Medium,Public,Neutral,0.666667,No,'High School',Far,Male,0.190476,3
0.215215,0.571429,0.4,Medium,Medium,Yes,0.166667,0.78,High,Yes,0.5,Medium,High,Public,Neutral,0.5,No,'High School',Far,Female,0.261905,9
0.216216,0.333333,0.675,Medium,High,Yes,1,0.04,Medium,Yes,0.333333,Low,High,Private,Positive,0.5,No,College,Near,Male,0.220989,4
0.217217,0.428571,0.25,Medium,Low,No,0.5,0.08,High,Yes,0,Medium,Medium,Public,Positive,0.333333,Yes,'High School',Moderate,Male,0.738095,4
0.218218,0.380952,0.65,High,Low,No,0.166667,0.1,Low,No,0.333333,Medium,Medium,Private,Neutral,0.666667,No,College,Near,Male,0.190476,8
0.219219,0.452381,0.875,Low,Medium,Yes,0.5,0.28,Low,No,0.333333,Medium,High,Public,Neutral,0.5,No,'High School',Near,Female,0.220989,6
0.22022,0.785714,0.425,Medium,Low,Yes,0.5,0.6,Low,Yes,0,Medium,Medium,Public,Positive,0.5,No,'High School',Near,Male,0.261905,1
0.221221,0.190476,0.9,Medium,Medium,Yes,0,0.64,High,No,0,Low,Medium,Public,Positive,0.666667,No,College,Near,Male,0.214286,2
0.222222,0.547619,1,High,High,Yes,0.333333,0.72,Low,Yes,0.333333,Medium,Medium,Private,Positive,0.833333,No,'High School',Near,Male,0.404762,9
0.223223,0.214286,0.495779,Medium,High,No,0.5,0.28,High,Yes,0,Medium,Medium,Public,Positive,0.666667,Yes,'High School',Moderate,Female,0.047619,6
0.224224,0.380952,0.225,High,Medium,Yes,0.833333,0.66,Medium,Yes,0.333333,Medium,High,Private,Positive,0.666667,Yes,College,Moderate,Female,0.190476,7
0.225225,0.619048,0.95,Low,High,Yes,0.5,0.12,Low,Yes,0.166667,High,Medium,Private,Positive,0.5,No,College,Near,Female,0.357143,9
0.226226,0.452381,0.95,Medium,Low,No,0.5,0,Low,Yes,0.252798,Medium,High,Private,Neutral,0.333333,No,'High School',Near,Female,0.238095,3
0.227227,0.309524,0.1,Medium,Medium,Yes,0.333333,0.7,Medium,Yes,0,Medium,Medium,Public,Neutral,0.5,No,'High School',Near,Male,0.095238,5
0.228228,0.357143,0.025,Medium,Medium,No,0.833333,0.72,Low,Yes,0.333333,Low,High,Public,Positive,0.333333,No,'High School',Near,Male,0.095238,5
0.229229,0.547619,0.15,High,Low,Yes,0.666667,0.62,High,Yes,0.166667,Medium,Medium,Public,Neutral,0.666667,No,'High School',Far,Male,0.166667,10
0.23023,0.357143,1,High,Low,Yes,0.666667,0.26,High,Yes,0.333333,Low,Medium,Public,Negative,0.5,No,'High School',Moderate,Male,0.261905,7
0.231231,0.47619,0.175,Medium,Medium,No,0.5,0.92,Low,Yes,0.5,Low,Medium,Public,Neutral,0.333333,No,'High School',Far,Female,0.142857,2
0.232232,0.452381,0.5,Medium,High,No,0.166667,0.88,Medium,Yes,0,Low,Low,Private,Positive,0.666667,Yes,Postgraduate,Moderate,Female,0.214286,4
0.233233,0.357143,0.85,High,High,Yes,0.833333,0.52,Medium,Yes,0,Low,High,Public,Neutral,0.333333,No,'High School',Near,Male,0.285714,4
0.234234,0.761905,0.025,Medium,Medium,No,0.5,0.98,High,Yes,0.333333,Medium,High,Public,Neutral,0.5,No,College,Near,Female,0.285714,8
0.235235,0.547619,0.6,High,Low,No,0.5,0.3,Low,Yes,0.5,Medium,High,Public,Positive,0.5,No,'High School',Near,Female,0.261905,10
0.236236,0.166667,0.275,High,Low,No,0.666667,0.5,Medium,Yes,0,Medium,High,Public,Positive,0.5,No,'High School',Near,Male,0.071429,3
0.237237,0.47619,0.85,Medium,Medium,No,0.5,0.92,Low,Yes,0,Medium,Medium,Private,Neutral,0.333333,Yes,Postgraduate,Moderate,Male,0.261905,2
0.238238,0.357143,0.275,High,Medium,Yes,0.166667,0.46,Medium,Yes,0.166667,Medium,Medium,Public,Neutral,0,Yes,'High School',Near,Male,0.119048,9
0.239239,0.571429,0.675,Medium,Low,Yes,0.5,0.48,Low,Yes,0,Medium,High,Public,Neutral,0.666667,Yes,'High School',Near,Male,0.214286,4
0.24024,0.333333,0.675,Low,Medium,No,0,0.08,Medium,Yes,0.166667,Medium,Medium,Public,Neutral,1,No,'High School',Moderate,Male,0.166667,9
0.241241,0.428571,0.225,Medium,Medium,Yes,0.5,0.22,High,Yes,0.5,High,High,Public,Neutral,0.666667,No,'High School',Moderate,Male,0.190476,6
0.242242,0.52381,0.025,Low,Medium,No,0.833333,0.16,Medium,Yes,0.666667,Medium,Medium,Public,Neutral,0.505735,No,'High School',Near,Male,0.119048,1
0.243243,0.571429,0.4,Medium,High,Yes,0,0.56,Medium,Yes,0.333333,Medium,Medium,Private,Negative,0.5,No,'High School',Moderate,Female,0.238095,3
0.244244,0.285714,0.3,High,High,No,0.5,0.32,Medium,Yes,0,Low,High,Public,Neutral,0.666667,No,Postgraduate,Near,Male,0.166667,7
0.245245,0.404762,0.8,Low,Medium,Yes,0.666667,0.08,Medium,Yes,0.166667,Medium,Medium,Public,Positive,0.5,No,'High School',Near,Male,0.214286,9
0.246246,0.380952,0.8,Low,Low,Yes,0.490582,0.5,Medium,Yes,0.333333,Medium,High,Public,Neutral,0.5,No,Postgraduate,Near,Female,0.238095,8
0.247247,0.357143,0.45,Medium,High,No,0.333333,0.66,Medium,Yes,0,Low,Low,Public,Neutral,0.5,Yes,College,Near,Male,0.142857,5
0.248248,0.714286,0.6,Medium,Medium,No,0.166667,0.74,High,Yes,0,Medium,Medium,Private,Positive,0.5,No,College,Moderate,Male,0.309524,8
0.249249,0.5,0.6,Medium,Medium,Yes,0.333333,0.503387,Low,Yes,0,Medium,Medium,Public,Neutral,0.833333,No,'High School',Near,Female,0.261905,2
0.25025,0.261905,0.825,Medium,Medium,Yes,0.833333,0.503387,Low,Yes,0.166667,Medium,Medium,Public,Neutral,0.5,No,Postgraduate,Moderate,Male,0.214286,3
0.251251,0.595238,0.425,Low,Medium,No,0,0.4,Low,Yes,0.333333,High,Medium,Public,Neutral,0.5,Yes,College,Moderate,Female,0.166667,8
0.252252,0.761905,0.275,Low,Medium,No,0.166667,0.68,Medium,Yes,0.166667,Medium,Medium,Public,Positive,0.333333,No,'High School',Near,Male,0.238095,9
0.253253,0.595238,0.275,High,Medium,Yes,0.333333,0.02,Low,No,0.166667,High,Medium,Private,Positive,0.5,No,Postgraduate,Near,Male,0.214286,10
0.254254,0.238095,0.525,Medium,Medium,Yes,0.333333,0.64,High,Yes,0.5,Medium,High,Public,Neutral,0.666667,No,'High School',Near,Male,0.214286,8
0.255255,0.380952,0.45,Medium,High,Yes,0.5,0.4,Medium,No,0.333333,Low,High,Public,Positive,0.5,No,'High School',Near,Male,0.190476,4
0.256256,0.642857,0.45,High,Medium,No,0.833333,0.46,High,Yes,0.333333,Medium,Medium,Public,Neutral,0.666667,No,College,Moderate,Female,0.285714,6
0.257257,0.357143,0.1,High,Low,Yes,0.166667,0.3,Medium,Yes,0.5,Medium,High,Private,Positive,0.666667,No,Postgraduate,Moderate,Female,0.166667,5
0.258258,0.52381,0.725,Low,Low,Yes,0.5,0.12,Low,Yes,0.666667,Medium,Low,Private,Positive,0.666667,No,Postgraduate,Near,Female,0.261905,4
0.259259,0.571429,0.225,Medium,Medium,Yes,0.5,0.4,Low,No,0.166667,High,High,Public,Positive,0.666667,No,'High School',Far,Female,0.166667,9
0.26026,0.309524,0.2,High,Medium,No,0.333333,0.3,Medium,Yes,0.166667,High,Medium,Public,Neutral,0.5,Yes,College,Near,Male,0.119048,10
0.261261,0.452381,0.425,Medium,Medium,No,0.166667,0.96,Low,Yes,0.333333,Low,High,Private,Neutral,0.333333,No,Postgraduate,Far,Female,0.214286,?
0.262262,0,0.225,High,Medium,Yes,0.333333,0.94,Medium,Yes,0.166667,Low,Medium,Public,Positive,0.5,No,'High School',Near,Female,0.071429,1
0.263263,0.309524,0.575,Medium,Low,Yes,0.333333,0.64,Medium,Yes,0,Medium,Medium,Public,Positive,0.333333,No,'High School',Near,Female,0.166667,7
0.264264,0.404762,0.375,Low,High,Yes,0.666667,0.9,Medium,Yes,0.166667,Low,Low,Public,Neutral,0.333333,No,College,Near,Female,0.190476,10
0.265265,0.285714,0.45,Medium,High,Yes,0.666667,0.503387,High,Yes,0,High,Low,Public,Neutral,0.5,No,College,Near,Male,0.190476,8
0.266266,0.690476,0.525,Medium,Medium,Yes,0.166667,0.34,Medium,Yes,0.166667,High,High,Public,Negative,0.166667,No,'High School',Near,Male,0.261905,3
0.267267,0.238095,0.2,Medium,Medium,No,0.490582,0.6,Medium,Yes,0.333333,Medium,Medium,Public,Positive,0.5,No,College,Moderate,Female,0.119048,3
0.268268,0.380952,0.15,Low,High,No,0.333333,0.22,Medium,Yes,0.166667,High,Medium,Public,Positive,1,No,Postgraduate,Near,Male,0.166667,6
0.269269,0.47619,0.875,Low,Low,No,1,0.68,Low,Yes,0,High,Medium,Public,Neutral,0.666667,Yes,'High School',Near,Male,0.214286,2
0.27027,0.666667,0.425,High,High,Yes,0.5,0.04,Medium,Yes,0.333333,High,Medium,Public,Negative,0.5,Yes,'High School',Near,Female,0.261905,6
0.271271,0.238095,0.4,Low,Medium,Yes,0.166667,0.84,Medium,Yes,0.666667,Medium,Low,Public,Negative,0.333333,No,Postgraduate,Near,Male,0.166667,5
0.272272,0.619048,0.025,Medium,Medium,No,0.333333,0.58,Medium,Yes,0.166667,Low,Medium,Public,Positive,0.5,No,'High School',Moderate,Male,0.166667,7
0.273273,0.452381,0.5,High,Low,Yes,0.333333,0.06,Medium,Yes,0,Low,Medium,Public,Neutral,0.333333,No,College,Moderate,Male,0.166667,9
0.274274,0.309524,0.55,Medium,High,Yes,0.666667,0.88,Low,Yes,0.333333,Low,High,Public,Negative,0.833333,No,College,Far,Female,0.214286,9
0.275275,0.52381,0.55,Low,Medium,Yes,0.666667,0.88,Medium,Yes,0.166667,Medium,Medium,Public,Negative,0.333333,Yes,'High School',Near,Male,0.190476,1
0.276276,0.47619,0.7,Medium,High,No,0.5,0.86,Medium,Yes,0.666667,Low,Medium,Public,Positive,0.5,No,'High School',Near,Female,0.333333,7
0.277277,0.357143,0.175,Medium,High,No,0.5,0.78,High,Yes,0.5,Low,Medium,Public,Positive,0.5,No,College,Near,Male,0.190476,3
0.278278,0.452381,0.25,Medium,Medium,Yes,0.5,0.68,Low,No,0.333333,Medium,High,Private,Neutral,0.666667,No,College,Far,Male,0.166667,4
0.279279,0.455896,0.8,High,Medium,Yes,0.5,0.4,Medium,Yes,0.166667,Low,Medium,Public,Neutral,0.5,No,'High School',Moderate,Male,0.261905,2
0.28028,0.47619,0.95,Medium,Low,No,0,0.14,Medium,Yes,0.333333,High,Low,Public,Positive,0.333333,No,'High School',Near,Female,0.238095,1
0.281281,0.547619,0.125,Medium,Low,No,0.5,0.28,Low,Yes,0.166667,High,Medium,Public,Neutral,0.166667,No,Postgraduate,Near,Male,0.142857,10
0.282282,0.690476,0.5,Low,High,No,0.333333,0.34,Medium,Yes,0.5,Medium,Medium,Public,Negative,0.666667,No,College,Moderate,Female,0.261905,3
0.283283,0.285714,0.225,Medium,Low,Yes,0.166667,0.36,Low,Yes,0,High,Medium,Public,Positive,0.166667,Yes,'High School',Moderate,Female,0.02381,10
0.284284,0.761905,0.05,High,Medium,Yes,1,0.56,Medium,Yes,0,Medium,Medium,Private,Positive,0.5,No,'High School',Moderate,Female,0.238095,9
0.285285,0.166667,0.325,Medium,Medium,No,0.5,0.2,Medium,No,0,High,Medium,Private,Neutral,0.5,No,'High School',Near,Female,0.047619,1
0.286286,0.428571,0.15,Medium,High,No,0.5,0.18,Medium,Yes,0.166667,High,Medium,Public,Negative,0.5,No,'High School',Far,Male,0.095238,3
0.287287,0.547619,0.7,Low,Medium,Yes,0.333333,0.72,Low,Yes,0,Low,Low,Public,Negative,0.5,No,College,Near,Male,0.214286,5
0.288288,0.5,0.525,Low,High,Yes,0.666667,0,High,Yes,0.666667,Medium,Medium,Private,Positive,0.833333,No,'High School',Far,Female,0.238095,3
0.289289,0.357143,0.15,Medium,High,Yes,0.166667,0.14,High,Yes,0.5,Medium,Medium,Public,Positive,0.5,No,'High School',Moderate,Female,0.142857,4
0.29029,0.428571,0,Medium,High,Yes,0.5,0.44,High,Yes,0.5,Low,High,Public,Positive,0.5,No,'High School',Moderate,Female,0.166667,4
0.291291,0.380952,0.8,Low,Low,Yes,0.333333,0.14,Medium,Yes,0.333333,Medium,Medium,Private,Positive,0.333333,Yes,'High School',Moderate,Female,0.166667,1
0.292292,0.357143,0.175,High,Medium,No,0.666667,0.96,Medium,Yes,0,Low,Low,Public,Neutral,0.5,No,'High School',Near,Female,0.119048,6
0.293293,0.571429,0.6,Medium,Low,Yes,0.333333,0.68,Low,Yes,0.333333,Medium,High,Public,Positive,0.5,No,'High School',Near,Male,0.285714,7
0.294294,0.5,0.325,Low,Medium,Yes,0.833333,0.44,Low,Yes,0.5,Medium,Medium,Public,Positive,0.5,No,'High School',Near,Female,0.190476,7
0.295295,0.357143,0.575,Medium,High,Yes,0.5,0.12,Low,Yes,0.666667,High,Medium,Public,Positive,0.5,No,'High School',Near,Female,0.238095,6
0.296296,0.571429,0.325,Low,Low,No,0.666667,0.38,Medium,Yes,0.5,Medium,Medium,Private,Positive,0.5,No,'High School',Near,Female,0.190476,7
0.297297,0.5,0.075,Low,Low,No,0.666667,0.66,Medium,Yes,0.5,Medium,Medium,Private,Negative,0.166667,No,College,Near,Male,0.119048,3
0.298298,0.571429,0.225,High,Medium,Yes,0.833333,0.96,Medium,Yes,0.166667,Low,Medium,Public,Negative,0.5,Yes,College,Moderate,Female,0.190476,5
0.299299,0.547619,0.2,Medium,Medium,Yes,0.333333,0.48,Medium,Yes,0.166667,Medium,Medium,Public,Neutral,0.5,No,'High School',Near,Female,0.166667,7
0.3003,0.333333,0.425,Medium,Medium,Yes,0.666667,0.7,High,Yes,0.166667,Low,Medium,Public,Positive,0.333333,No,Postgraduate,Moderate,Male,0.190476,10
0.301301,0.380952,0.65,High,Low,Yes,0,0.2,High,Yes,0.333333,High,Low,Private,Positive,0.5,Yes,College,Moderate,Female,0.214286,5
0.302302,0.547619,0.275,Medium,Medium,Yes,0.5,0.62,Medium,Yes,0,Low,Medium,Private,Positive,0.5,No,'High School',Near,Male,0.190476,10
0.303303,0.547619,0,Low,Medium,No,0.333333,0.24,High,Yes,0.666667,Low,High,Public,Negative,0.5,No,'High School',Near,Female,0.119048,2
0.304304,0.452381,0.525,Medium,Medium,Yes,0.490582,0.2,Low,Yes,0.5,Medium,Medium,Public,Positive,0.666667,Yes,'High School',Near,Male,0.190476,6
0.305305,0.47619,0.6,Medium,Medium,No,0.333333,0.5,Low,No,0.166667,High,Medium,Public,Positive,0.5,No,College,Moderate,Male,0.214286,7
0.306306,0.642857,0.975,Medium,Medium,Yes,0.333333,0.22,Medium,No,0.166667,Low,Medium,Public,Positive,0.5,No,'High School',Near,Male,0.309524,2
0.307307,0.357143,0.6,Medium,High,Yes,0.5,0.72,Medium,Yes,0.166667,Low,Medium,Private,Neutral,0.333333,No,'High School',Near,Female,0.214286,10
0.308308,0.52381,0.475,Medium,High,Yes,0.333333,0.94,Medium,Yes,0.166667,High,Low,Public,Neutral,0.666667,No,'High School',Moderate,Male,0.261905,8
0.309309,0.428571,0.575,Medium,Medium,Yes,0.5,0.4,Medium,Yes,0.333333,Low,Medium,Public,Negative,0.666667,Yes,Postgraduate,Near,Female,0.214286,5
0.31031,0.428571,0.925,High,Medium,Yes,0.333333,0.32,High,Yes,0.333333,Medium,Medium,Private,Positive,0.333333,No,College,Moderate,Female,0.333333,8
0.311311,0.619048,0.825,Medium,Low,No,0.333333,0.18,High,Yes,0.333333,Low,Medium,Private,Negative,0.666667,No,'High School',Near,Female,0.285714,3
0.312312,0.571429,0.325,Medium,High,Yes,0.5,0.4,Low,Yes,0,Low,Medium,Private,Neutral,0.666667,No,Postgraduate,Moderate,Male,0.214286,2
0.313313,0.571429,0.225,Low,High,Yes,0.5,0.56,Medium,Yes,0,Low,High,Public,Negative,0.5,No,'High School',Far,Female,0.142857,7
0.314314,0.642857,0.275,Medium,Medium,No,0.666667,0.38,High,Yes,0.166667,Medium,High,Private,Neutral,0.166667,No,College,Moderate,Female,0.214286,5
0.315315,0.452381,0.5,Low,High,No,0.666667,0.62,Medium,Yes,0.5,Medium,Medium,Private,Negative,0.666667,No,Postgraduate,Near,Male,0.261905,5
0.316316,0.547619,0.75,Low,Medium,No,0.5,0.66,Medium,Yes,0,Low,Medium,Private,Positive,0.5,No,College,Near,Male,0.238095,8
0.317317,0.404762,0.5,Medium,Medium,No,0.666667,0.1,Low,Yes,0.333333,Low,Low,Public,Neutral,0.5,No,'High School',Moderate,Male,0.119048,9
0.318318,0.5,0.075,Medium,High,Yes,0.5,0.7,Medium,Yes,0.666667,High,High,Public,Negative,0.5,No,College,Near,Female,0.238095,8
0.319319,0.428571,0.725,High,Medium,Yes,0.5,0.9,Medium,Yes,0,Medium,Medium,Public,Positive,0.5,No,'High School',Near,Male,0.285714,10
0.32032,0.47619,0.8,Medium,Low,Yes,0.666667,0.02,Low,Yes,0,Medium,Medium,Public,Neutral,0.333333,No,College,Moderate,Male,0.190476,2
0.321321,0.547619,0.3,High,High,No,0.333333,0.56,High,Yes,0,Low,High,Public,Negative,1,No,'High School',Near,Female,0.238095,10
0.322322,0.333333,0.675,High,Low,Yes,0,0.6,High,Yes,0,Low,Medium,Private,Positive,0.5,No,College,Near,Male,0.214286,7
0.323323,0.761905,0.425,Low,High,Yes,0.166667,0.7,Medium,Yes,0,Low,Medium,Private,Neutral,0.833333,No,'High School',Far,Female,0.261905,5
