@relation 'Stu Activity-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues'

@attribute Student_ID numeric
@attribute College_ID {CLG0030,CLG0061,CLG0036,CLG0055,CLG0004,CLG0015,CLG0071,CLG0096,CLG0097,CLG0057,CLG0063,CLG0077,CLG0064,CLG0017,CLG0053,CLG0040,CLG0070,CLG0050,CLG0068,CLG0072,CLG0034,CLG0087,CLG0073,CLG0024,CLG0008,CLG0025,CLG0018,CLG0014,CLG0006,CLG0082,CLG0090,CLG0075,CLG0094,CLG0089,CLG0016,CLG0076,CLG0047,CLG0054,CLG0058,CLG0100,CLG0046,CLG0001,CLG0041,CLG0093,CLG0027,CLG0062,CLG0081,CLG0028,CLG0020,CLG0051,CLG0069,CLG0088,CLG0038,CLG0029,CLG0035,CLG0019,CLG0005,CLG0026,CLG0066,CLG0045,CLG0043,CLG0074,CLG0048,CLG0012,CLG0099,CLG0011,CLG0091,CLG0083,CLG0080,CLG0044,CLG0059,CLG0031,CLG0039,CLG0065,CLG0079,CLG0095,CLG0085,CLG0033,CLG0007,CLG0037,CLG0032,CLG0049,CLG0056,CLG0084,CLG0067,CLG0098,CLG0042,CLG0021,CLG0009,CLG0010,CLG0078,CLG0013,CLG0003,CLG0092,CLG0086,CLG0023,CLG0022,CLG0060,CLG0002}
@attribute IQ numeric
@attribute Prev_Sem_Result numeric
@attribute CGPA numeric
@attribute Academic_Performance numeric
@attribute Internship_Experience {No,Yes}
@attribute Extra_Curricular_Score numeric
@attribute Communication_Skills numeric
@attribute Projects_Completed numeric
@attribute Placement {No,Yes}

@data
390,CLG0066,91,5.16,5.23,7,No,4,5,5,No
391,CLG0043,86,9.1,8.82,10,No,0,7,4,No
392,CLG0026,107,6.38,6,1,No,4.745197,1,2,No
393,CLG0084,80,8.98,9,3,Yes,1,6,0,No
394,CLG0015,127,6.44,6.49,3,No,10,7,2,No
395,CLG0006,117,5.97,5.8,3,No,1,8,1,No
396,CLG0037,92,9.87,10,4,Yes,7,5,4,No
397,CLG0043,74,6.81,6.38,1,No,9,8,0,No
398,CLG0042,120,8.01,7.66,2,Yes,3,10,5,Yes
399,CLG0013,98,8.05,8.1,5,No,5,1,1,No
400,CLG0016,118,7.8,7.36,6,Yes,1,4,5,No
401,CLG0042,76,9.57,9.95,9,Yes,0,6,1,No
402,CLG0038,91,8.37,8.01,2,No,6,4,3,No
403,CLG0066,100,7.02,7.19,9,No,3,5,2,No
404,CLG0065,100,9.31,9.2,7,No,3,2,2,No
405,CLG0005,93,5.91,5.81,9,No,1,7,2,No
406,CLG0030,109,7.72,7.98,4,Yes,8,9,3,No
407,CLG0095,83,9.75,9.75,7,Yes,1,7,4,No
408,CLG0043,97,8.13,8.36,1,Yes,4,1,4,No
409,CLG0032,101,9.08,9.09,8,No,5,2,4,No
410,CLG0067,107,8.27,8.36,7,Yes,2,8,5,Yes
411,CLG0067,110,9.2,9.46,7,No,10,1,0,No
412,CLG0042,83,9.72,9.83,2,Yes,2,2,3,No
413,CLG0005,76,6.36,6.48,10,Yes,5,5,3,No
414,CLG0099,119,5.85,6.14,9,No,4,6,4,No
415,CLG0086,104,7.42,7.87,8,No,4,1,4,No
416,CLG0096,88,8.51,8.39,1,Yes,4,1,4,No
417,CLG0059,123,6.14,6.22,1,Yes,8,2,3,No
418,CLG0023,101,5.02,4.61,5,No,7,5.59334,4,No
419,CLG0008,117,6.71,6.57,2,Yes,3,5.59334,2,Yes
420,CLG0068,101,9.84,9.75,1,No,5,3,4,No
421,CLG0070,130,8.47,8.81,10,No,4,8,2,Yes
422,CLG0091,126,7.01,7.02,8,Yes,10,6,1,No
423,CLG0019,96,5.96,7.459596,4,No,5,10,1,No
424,CLG0044,114,6.78,6.3,2,No,10,5,3,No
425,CLG0093,109,5.85,5.81,5,No,7,9,0,No
426,CLG0038,120,5.53,5.93,5.619675,Yes,5,8,5,Yes
427,CLG0044,85,9.53,9.25,8,Yes,5,3,1,No
428,CLG0006,110,9.99,9.52,7,No,1,7,3,No
429,CLG0003,115,5.82,5.75,7,Yes,6,4,3,No
430,CLG0096,73,5.27,5.47,1,No,2,8,2,No
431,CLG0080,82,7.45299,6.6,3,No,6,7,2,No
432,CLG0033,69,7.31,7.27,3,Yes,4,3,4,No
433,CLG0066,95,6.02,7.459596,7,No,3,7,5,No
434,CLG0058,110,6.51,6.26,2,Yes,9,6,1,No
435,CLG0026,122,6,6.25,10,Yes,0,6,2,No
436,CLG0099,101,8.87,8.52,7,No,7,10,0,No
437,CLG0028,124,8.56,8.46,9,Yes,1,3,5,Yes
438,CLG0043,79,8.17,8.33,1,No,9,4,3,No
439,CLG0075,74,6.94,7.27,2,No,7,4,5,No
440,CLG0088,99,9.55,9.84,6,No,6,6,4,No
441,CLG0016,105,9.85,10.07,2,No,2,9,2,Yes
442,CLG0089,99,5.87,5.73,2,Yes,10,5,2,No
443,CLG0023,68,6.12,5.74,5,No,6,8,2,No
444,CLG0059,98,7.63,7.35,7,No,0,5,5,No
445,CLG0035,80,5.46,5.82,4,Yes,4,6,1,No
446,CLG0089,110,7.18,7.54,6,Yes,1,6,5,No
447,CLG0041,105,7.91,8.36,3,No,4.745197,4,2,No
448,CLG0097,85,7.61,7.19,4,Yes,2,10,5,No
449,CLG0022,92,6.65,6.69,4,No,6,10,3,No
450,CLG0074,84,7.71,7.86,4,No,1,5,2,No
451,CLG0001,99,7.45299,10,1,Yes,3,4,5,No
452,CLG0046,114,6.03,6.17,4,No,3,2,0,No
453,CLG0022,85,8.27,8.54,4,Yes,0,2,2,No
454,CLG0032,107,5.22,5.08,6,Yes,6,8,4,No
455,CLG0087,92,5.33,5.01,9,No,3,4,4,No
456,CLG0030,88,7.76,7.46,10,Yes,0,9,0,No
457,CLG0087,98,5.52,5.03,6,No,2,6,4,No
458,CLG0043,84,5.11,4.96,6,No,7,5,1,No
459,CLG0012,91,5.86,5.45,7,No,3,7,3,No
460,CLG0083,82,7.82,7.64,7,Yes,0,6,3,No
461,CLG0071,129,8.52,8.65,1,No,6,4,1,No
462,CLG0027,100,6.01,6.4,8,No,7,10,4,No
463,CLG0026,89,8.34,8.68,1,No,4,9,0,No
464,CLG0018,103,5.91,5.66,9,Yes,8,6,0,No
465,CLG0092,98,8.07,7.7,4,No,6,3,3,No
466,CLG0075,96,7.06,6.75,9,No,3,4,5,No
467,CLG0066,109,8.27,8.74,8,No,8,4,0,No
468,CLG0081,111,9.98,10.03,9,Yes,5,8,1,Yes
469,CLG0061,92,9.69,9.37,6,Yes,10,5,3,No
470,CLG0046,91,5.02,5.36,9,Yes,7,8,2,No
471,CLG0029,95,9.43,9.33,4,Yes,1,8,1,No
472,CLG0032,65,5.33,5.73,3,Yes,4,6,1,No
473,CLG0015,77,9.77,9.53,3,No,2,5,0,No
474,CLG0060,120,6.41,6.3,8,No,4,2,5,No
475,CLG0082,124,6.91,6.91,2,Yes,7,1,0,No
476,CLG0028,96,5.46,5.85,6,No,5,7,0,No
477,CLG0027,108,5.56,5.93,9,Yes,0,10,2,No
478,CLG0041,104,8.63,8.7,9,No,6,10,1,No
479,CLG0047,146,9.72,9.44,8,Yes,9,7,4,Yes
480,CLG0033,116,8.05,7.95,8,Yes,0,2,3,No
481,CLG0044,98,8.58,9.06,1,Yes,0,3,0,No
482,CLG0050,85,8.81,8.92,7,No,3,8,0,No
483,CLG0010,75,6.31,6.59,1,No,8,4,1,No
484,CLG0024,103,5.23,5.18,9,No,7,5,2,No
485,CLG0034,88,5.01,5.04,3,No,9,7,0,No
486,CLG0091,78,6.75,6.68,1,No,2,8,2,No
487,CLG0020,90,6.21,6.41,8,No,5,1,2,No
488,CLG0025,83,5.31,5.66,7,No,0,7,4,No
489,CLG0055,125,5.9,5.91,2,Yes,9,3,2,No
490,CLG0090,113,7.45299,5.6,7,Yes,0,5,4,No
491,CLG0043,99,9.57,9.41,5,No,5,1,3,No
492,CLG0053,122,5.7,5.38,7,No,4,3,2,No
493,CLG0085,101,7.69,8.13,10,Yes,5,5,3,No
494,CLG0050,87,7.97,7.79,7,No,8,1,2,No
495,CLG0055,122,7.72,8.02,2,Yes,4,2,4,Yes
496,CLG0013,108,5.5,5.72,2,No,1,3,4,No
497,CLG0049,84,6.59,6.88,7,Yes,0,8,3,No
498,CLG0097,97,5.26,5.7,3,Yes,10,5,1,No
499,CLG0010,86,6.98,7.1,4,No,1,5,1,No
500,CLG0092,79,5.94,6.34,7,No,7,3,1,No
501,CLG0097,113,7.81,7.48,2,No,0,9,2,Yes
502,CLG0011,128,8.46,8.59,2,No,5,9,1,Yes
503,CLG0078,79,7.66,7.93,9,No,4,2,3,No
504,CLG0084,108,7.17,6.94,1,No,9,8,1,No
505,CLG0100,90,6.94,7.18,3,Yes,10,1,3,No
506,CLG0020,92,9.21,9.49,10,Yes,8,5,3,No
507,CLG0072,91,6.1,6.43,4,No,3,7,5,No
508,CLG0079,87,8.67,8.48,5,No,4,8,2,Yes
509,CLG0097,100,8.79,8.97,3,No,4,8,5,Yes
510,CLG0083,87,7.1,6.9,9,Yes,10,6,4,No
511,CLG0048,104,6.49,6.73,5,No,1,7,2,No
512,CLG0076,99,7.35,7.31,7,No,10,4,2,No
513,CLG0017,96,5.47,5.57,7,Yes,1,10,0,No
514,CLG0033,86,5.23,5.15,9,No,8,7,1,No
515,CLG0020,91,5.56,5.22,2,No,2,7,1,No
516,CLG0046,111,5.94,5.62,3,No,5,9,3,Yes
517,CLG0031,107,7.52,7.1,4,Yes,3,2,4,No
518,CLG0051,85,9.25,9.37,8,No,3,8,5,Yes
519,CLG0083,101,6.18,6.53,1,Yes,4,9,1,No
520,CLG0019,111,9.68,9.2,9,No,4,3,1,No
521,CLG0062,74,9.77,9.34,5,Yes,6,8,4,Yes
522,CLG0044,108,9.79,9.75,4,No,6,1,1,No
523,CLG0077,99.801418,9.19,9.43,8,No,0,10,0,No
524,CLG0038,108,6.82,6.48,9,No,5,5,1,No
525,CLG0049,88,5.36,5.13,3,No,3,1,0,No
526,CLG0065,72,7.84,7.57,4,Yes,1,1,2,No
527,CLG0011,75,7.79,7.69,1,Yes,5,6,2,No
528,CLG0027,100,9.25,8.97,3,No,6,5,0,No
529,CLG0058,103,9.98,9.83,10,No,1,5,5,No
530,CLG0064,86,7.54,7.77,5,No,1,2,5,No
531,CLG0065,109,6.73,6.84,8,No,9,10,3,No
532,CLG0015,75,5.93,5.51,1,Yes,10,9,0,No
533,CLG0082,99,5.02,5.16,1,Yes,6,5,3,No
534,CLG0089,81,7.55,7.53,3,Yes,8,3,4,No
535,CLG0001,90,7.78,8.21,9,No,2,7,4,No
536,CLG0019,100,9.12,8.91,9,No,2,6,0,No
537,CLG0056,87,7.52,7.75,1,No,7,6,3,No
538,CLG0064,94,9.58,9.81,4,No,1,5,2,No
539,CLG0034,115,8.14,7.86,8,No,8,5.59334,0,No
540,CLG0064,91,9.2,9.6,2,No,6,6,0,No
541,CLG0010,112,5.74,5.73,4,Yes,7,7,3,No
542,CLG0076,83,9.28,9.46,7,No,8,8,4,Yes
543,CLG0060,107,8.38,8.03,7,No,2,2,5,No
544,CLG0039,121,5.85,5.61,5,Yes,5,4,2,No
545,CLG0066,62,5.95,6.04,7,No,7,7,3,No
546,CLG0032,88,9.63,9.45,6,No,0,3,3,No
547,CLG0051,108,5.16,5.16,2,No,5,5,2,No
548,CLG0026,96,7.31,7.18,9,Yes,2,10,5,No
549,CLG0057,105,6.57,6.71,5,No,7,7,5,No
550,CLG0084,90,8.33,8.32,2,No,8,9,0,No
551,CLG0060,101,9.2,8.7,6,No,4,6,0,No
552,CLG0055,97,6.8,6.95,10,Yes,1,2,1,No
553,CLG0006,117,7.13,7.05,5,Yes,6,9,2,Yes
554,CLG0007,103,9.91,9.75,2,No,5,6,3,No
555,CLG0066,105,8.92,8.51,10,No,5,10,1,No
556,CLG0081,93,9.49,9.21,10,No,0,2,1,No
557,CLG0026,92,7.19,6.91,7,No,0,1,1,No
558,CLG0095,93,6.17,6.61,10,No,5,4,0,No
559,CLG0098,99.801418,7.06,6.99,2,Yes,4.745197,2,4,No
560,CLG0082,93,8.58,8.12,7,Yes,3,7,1,No
561,CLG0078,104,5.55,5.19,6,Yes,7,7,3,No
562,CLG0005,131,6.35,5.93,5.619675,Yes,8,3,5,No
563,CLG0087,113,5.23,5.32,4,No,5,10,0,No
564,CLG0001,95,7.16,6.85,6,No,9,1,5,No
565,CLG0084,118,9.14,7.459596,9,No,7,2,4,Yes
566,CLG0002,93,5.12,4.99,10,Yes,7,8,4,No
567,CLG0065,69,8.38,8.68,6,Yes,1,4,1,No
568,CLG0010,84,9.66,9.48,6,Yes,3,3,1,No
569,CLG0050,71,6.18,6.14,1,No,0,10,0,No
570,CLG0051,94,8.47,8.69,5,Yes,0,7,1,No
571,CLG0069,100,9.88,9.81,1,No,5,10,0,No
572,CLG0041,125,9.81,10.1,9,No,6,4,4,Yes
573,CLG0058,104,6.17,6.33,10,No,4,2,3,No
574,CLG0077,96,5.5,5.41,4,Yes,7,3,3,No
575,CLG0068,112,5.74,5.74,2,No,8,4,2,No
576,CLG0024,66,8.51,8.98,9,No,3,1,5,No
577,CLG0091,103,8.63,8.79,6,Yes,0,8,2,Yes
578,CLG0056,111,8.37,8.77,10,Yes,5,8,2,Yes
579,CLG0100,77,6.68,6.36,3,No,0,5,3,No
580,CLG0036,117,5.85,5.83,2,Yes,1,6,1,No
581,CLG0002,105,7.9,8.31,6,Yes,10,4,0,No
582,CLG0096,93,7.42,7.24,10,Yes,3,3,3,No
583,CLG0056,109,8.64,9.11,6,Yes,3,3,2,No
584,CLG0081,134,7.21,6.81,9,Yes,5,4,2,No
585,CLG0012,102,6.69,7.09,5,No,7,6,5,No
586,CLG0012,103,6.47,6.42,9,No,2,2,1,No
587,CLG0085,93,6.06,5.63,5,No,5,6,2,No
588,CLG0072,87,6.33,6.71,2,Yes,2,8,2,No
589,CLG0022,112,5.47,5.22,1,Yes,1,9,0,No
590,CLG0074,87,6.73,6.25,9,Yes,3,4,1,No
591,CLG0084,101,5.18,4.82,10,No,3,5,4,No
592,CLG0062,92,5.93,6.09,7,Yes,1,8,4,No
593,CLG0064,107,8.73,9.21,3,No,10,10,2,Yes
594,CLG0028,105,6.63,6.24,6,Yes,2,2,2,No
595,CLG0089,115,8.34,8.3,10,No,8,10,0,Yes
596,CLG0028,92,8.58,8.26,4,No,9,2,4,No
597,CLG0004,95,7.91,8.16,9,Yes,8,9,1,No
598,CLG0045,85,9.79,9.41,2,No,9,6,1,No
599,CLG0090,93,5.11,4.85,4,No,6,10,3,No
600,CLG0013,105,8.69,8.39,1,No,1,9,5,Yes
601,CLG0083,111,9.79,9.84,7,No,4,10,3,Yes
602,CLG0098,86,9.31,9.68,4,Yes,7,7,1,No
603,CLG0080,113,5.84,5.85,5,No,0,5,3,No
604,CLG0004,120,6.63,6.19,1,Yes,0,9,5,Yes
605,CLG0061,106,5.86,5.92,2,Yes,10,9,5,No
606,CLG0084,128,8.01,8.31,4,Yes,10,5.59334,0,No
607,CLG0026,88,8.56,8.19,2,Yes,5,8,2,Yes
608,CLG0094,81,6.59,6.16,1,Yes,6,8,1,No
609,CLG0006,73,7.7,7.39,10,No,6,2,4,No
610,CLG0077,122,8.45,8.7,1,No,4.745197,10,4,Yes
611,CLG0056,109,7.11,7.2,6,No,9,7,2.490452,No
612,CLG0100,99,9.27,9.31,2,No,3,1,3,No
613,CLG0081,104,8.86,8.61,3,No,8,5,3,No
614,CLG0027,83,5.32,5.15,5,Yes,10,5,1,No
615,CLG0035,136,8.11,8.58,3,Yes,9,10,1,Yes
616,CLG0097,101,6.18,5.92,6,No,3,5,1,No
617,CLG0082,99.801418,7.79,8.19,7,No,4,2,0,No
618,CLG0058,110,9.78,9.86,5.619675,Yes,5,3,4,No
619,CLG0084,107,9.4,9.02,6,Yes,6,6,0,No
620,CLG0063,103,7.02,6.99,2,Yes,4,1,5,No
621,CLG0033,88,6.46,6.91,9,No,6,6,0,No
622,CLG0095,107,6.17,6.09,2,No,1,6,2,No
623,CLG0083,128,7.66,8.02,6,No,6,7,0,No
624,CLG0097,120,5.57,5.33,9,No,4,9,5,Yes
625,CLG0081,123,7.75,7.82,9,No,9,9,4,Yes
626,CLG0033,92,5.01,5.35,2,No,4,4,3,No
627,CLG0100,85,6.62,7.04,9,No,10,2,4,No
628,CLG0069,98,6.1,6.09,8,No,5,5,1,No
629,CLG0040,100,9.86,10,7,Yes,8,1,5,No
630,CLG0047,116,8.64,8.14,8,No,3,5,1,No
631,CLG0045,74,6.75,6.5,10,Yes,4,10,1,No
632,CLG0027,122,5.46,5.24,8,No,4,3,0,No
633,CLG0007,97,7.58,7.17,1,Yes,2,7,5,No
634,CLG0058,93,6.07,5.85,9,Yes,2,7,2,No
635,CLG0014,84,7.68,7.5,6,No,0,3,3,No
636,CLG0004,75,9.18,9.65,1,No,3,5,0,No
637,CLG0082,112,8.08,8.25,1,Yes,8,9,1,Yes
638,CLG0034,101,8.17,8.1,7,No,1,4,4,No
639,CLG0080,80,7.71,8.2,10,No,9,2,1,No
640,CLG0091,80,9.64,9.29,2,Yes,3,3,4,No
641,CLG0038,94,9.66,9.64,6,Yes,4.745197,1,3,No
642,CLG0020,125,7.56,7.71,5,No,8,5,1,No
643,CLG0046,96,6.53,6.09,5,Yes,7,9,5,No
644,CLG0019,77,7.3,7.52,10,No,1,2,5,No
645,CLG0001,96,5.93,5.53,6,Yes,10,3,3,No
646,CLG0023,95,8.18,7.82,8,Yes,2,3,1,No
647,CLG0062,59,7.5,7.16,5,Yes,5,7,1,No
648,CLG0073,99,5.52,5.95,8,Yes,1,10,4,No
649,CLG0028,96,5.99,6.17,5,No,2,5.59334,2,No
650,CLG0084,110,7.4,7.56,10,No,0,1,5,No
651,CLG0080,127,9.44,9.5,6,Yes,3,3,4,Yes
652,CLG0077,116,7.83,7.62,8,Yes,10,1,0,No
653,CLG0033,99.801418,8.41,8.53,2,No,5,9,3,Yes
654,CLG0003,83,6.7,6.61,7,Yes,0,7,3,No
655,CLG0079,138,7.86,7.51,3,No,0,5,2,No
656,CLG0016,100,7.24,7.43,9,Yes,7,7,1,No
657,CLG0030,100,8.3,7.93,10,Yes,6,3,3,No
658,CLG0025,99,5.25,4.94,7,Yes,6,3,2,No
659,CLG0078,102,7.47,7.79,3,Yes,6,1,0,No
660,CLG0001,97,6.48,6.64,8,No,4,5,3,No
661,CLG0033,91,6.63,6.76,10,Yes,3,7,0,No
662,CLG0037,91,9.8,9.72,2,Yes,6,3,5,No
663,CLG0029,99,5.91,5.81,10,No,10,5,4,No
664,CLG0037,91,6.56,6.75,8,No,2,10,3,No
665,CLG0061,89,7.55,7.79,7,No,8,1,3,No
666,CLG0008,101,9.32,9.33,5,Yes,1,7,1,No
667,CLG0001,96,7.08,7.55,4,Yes,0,8,0,No
668,CLG0063,122,8.72,9.18,10,No,7,8,4,Yes
669,CLG0088,60,9.28,9.19,10,No,5,1,2,No
670,CLG0065,116,6.55,6.87,1,No,3,4,4,No
671,CLG0046,118,6.96,7,4,Yes,9,9,3,Yes
672,CLG0043,68,6.78,6.79,6,Yes,8,2,5,No
673,CLG0010,94,9.16,8.71,6,No,4,1,0,No
674,CLG0082,94,5.22,5.29,2,No,10,6,3,No
675,CLG0085,78,7.45299,6.94,9,Yes,0,1,2,No
676,CLG0010,88,8.4,8.68,1,No,0,6,2,No
677,CLG0062,83,7.83,8.12,4,Yes,6,1,3,No
678,CLG0086,126,7.18,6.84,4,No,0,6,5,No
679,CLG0051,114,7.7,7.56,2,No,5,9,3,Yes
680,CLG0045,119,5.99,5.72,8,No,6,5,3,No
681,CLG0073,110,7.15,6.97,2,No,10,4,0,No
682,CLG0073,83,7.51,7.59,2,Yes,9,8,1,No
683,CLG0045,92,9.51,9.37,2,Yes,4,4,2,No
684,CLG0085,107,6.3,6.36,1,No,2,4,0,No
685,CLG0058,81,9.34,9.28,5,Yes,2,9,2,Yes
686,CLG0095,110,8.22,8.01,4,No,1,1,3,No
687,CLG0066,96,5.1,4.7,2,No,10,3,2,No
688,CLG0024,94,8.62,9.01,1,Yes,0,4,5,No
689,CLG0097,110,5.18,4.69,1,No,10,8,5,No
690,CLG0075,106,9.99,9.49,2,Yes,7,1,5,No
691,CLG0065,94,9.36,9.69,1,Yes,8,3,4,No
692,CLG0055,117,6.49,6.99,9,No,1,2,2,No
693,CLG0051,83,6.29,6.52,2,No,3,6,5,No
694,CLG0072,109,6.91,6.43,3,Yes,2,9,4,No
695,CLG0073,108,6.78,6.51,9,Yes,3,10,0,No
696,CLG0021,95,6.86,7.33,5,No,4.745197,9,0,No
697,CLG0047,104,6.59,6.9,8,Yes,7,10,5,No
698,CLG0022,81,8.11,8.18,7,No,10,5,4,No
699,CLG0029,113,5.82,5.56,6,No,2,3,2,No
700,CLG0040,97,9.23,8.74,2,Yes,2,8,5,Yes
701,CLG0003,92,9.06,8.58,4,No,5,9,0,No
702,CLG0049,115,7.38,7.49,9,Yes,10,9,2,Yes
703,CLG0025,89,9.26,8.78,7,No,2,1,1,No
704,CLG0082,78,6.24,6.73,3,Yes,4,10,5,No
705,CLG0011,76,5.09,4.77,6,Yes,3,5,1,No
706,CLG0094,109,8.1,8.31,8,No,10,10,5,Yes
707,CLG0089,80,7.29,6.95,8,No,3,9,4,No
708,CLG0075,126,7.84,7.88,8,No,1,3,4,No
709,CLG0098,68,9.5,9.08,8,Yes,8,7,2,No
710,CLG0088,125,9.85,10.12,10,No,4,9,1,Yes
711,CLG0048,103,8.17,8.25,6,Yes,4,2,1,No
712,CLG0032,98,8.82,8.41,10,No,6,2,4,No
713,CLG0003,91,5.42,5.77,3,Yes,2,5,3,No
714,CLG0045,105,5.8,5.85,9,No,5,8,2,No
715,CLG0089,99,8.67,9.09,3,Yes,0,10,2,Yes
716,CLG0020,116,7.16,7.58,4,Yes,4,5,0,No
717,CLG0020,101,7.23,7.459596,10,No,4,8,4,No
718,CLG0051,102,6.54,6.12,1,No,8,4,0,No
719,CLG0081,94,8.04,7.66,2,Yes,4,9,3,No
720,CLG0020,99,5.93,6.42,6,No,7,4,0,No
721,CLG0082,104,8.13,8.12,1,Yes,2,5,3,No
722,CLG0014,74,5.87,5.61,9,No,10,7,0,No
723,CLG0098,79,5.32,5.59,8,No,5,9,4,No
724,CLG0080,111,6.65,6.41,2,No,1,5,3,No
725,CLG0032,102,6.16,6.39,2,No,8,7,2,No
726,CLG0072,97,9.44,9.78,8,Yes,5,4,4,No
727,CLG0042,100,5.27,5.55,8,No,4,2,4,No
728,CLG0080,105,5.88,5.65,1,No,8,2,5,No
729,CLG0039,91,7.74,7.64,5,Yes,0,5,1,No
730,CLG0038,88,7.41,7.32,2,Yes,2,2,2,No
731,CLG0064,102,5.23,5.22,1,No,1,2,0,No
732,CLG0004,85,5.04,4.71,3,No,8,2,4,No
733,CLG0099,106,9.94,9.89,3,Yes,10,4,0,No
734,CLG0092,74,8.29,8.3,10,No,5,8,4,Yes
735,CLG0063,115,6.83,6.86,9,Yes,10,7,2,No
736,CLG0061,107,7.35,7.67,10,No,5,5,4,No
737,CLG0078,103,6.33,6.35,1,No,4,7,0,No
738,CLG0005,114,6.72,6.45,2,No,3,6,0,No
739,CLG0066,124,8.25,8.41,5.619675,Yes,3,8,2,Yes
740,CLG0045,115,9.41,9.71,5,No,1,8,0,Yes
741,CLG0050,72,5.92,5.74,9,No,6,7,3,No
742,CLG0088,80,9.2,9.35,6,Yes,5,5,4,No
743,CLG0003,90,5.61,5.26,10,No,2,6,3,No
744,CLG0023,100,6.07,5.91,10,No,6,10,1,No
745,CLG0011,107,5.19,5.6,3,No,8,8,1,No
746,CLG0038,89,5.7,6.11,8,No,9,7,5,No
747,CLG0056,102,9.59,9.67,9,No,0,5,5,No
748,CLG0035,88,7.3,7.5,2,No,10,10,4,No
749,CLG0065,90,5.39,5.74,9,Yes,9,8,0,No
750,CLG0006,78,9.8,10.26,4,No,7,4,2,No
751,CLG0070,86,9.39,9.38,8,No,1,6,1,No
752,CLG0040,79,8.77,8.83,5,No,0,4,0,No
753,CLG0090,85,9.67,9.59,6,No,8,5,5,No
754,CLG0035,115,6.1,5.67,4,No,1,10,2,Yes
755,CLG0013,85,9.18,9.1,5,No,6,3,4,No
756,CLG0025,139,8.45,8.74,1,No,6,2,0,No
757,CLG0086,107,9.35,9.65,3,Yes,0,1,3,No
758,CLG0081,102,8.98,9.37,4,No,9,3,4,No
759,CLG0078,87,6.73,6.28,1,No,0,1,1,No
760,CLG0067,110,8.87,8.9,3,Yes,6,6,4,No
761,CLG0068,91,6.31,5.92,4,No,5,2,4,No
762,CLG0099,101,6.64,6.34,9,Yes,3,3,2,No
763,CLG0047,138,5.54,5.94,3,No,2,8,1,No
764,CLG0055,98,9.68,9.68,3,No,4,5,5,No
765,CLG0092,117,6.46,6.72,4,No,4,2,2,No
766,CLG0043,89,7.6,7.16,9,No,10,2,4,No
767,CLG0002,99,6.96,6.88,9,No,2,3,0,No
768,CLG0045,126,9.8,9.97,1,No,5,3,3,Yes
769,CLG0048,90,6.68,6.31,8,No,2,8,3,No
770,CLG0062,127,8.89,8.72,10,No,3,5,2,Yes
771,CLG0038,110,9.28,8.84,1,No,2,8,0,No
772,CLG0047,91,7.18,7.33,2,No,5,4,3,No
773,CLG0004,109,6.89,7.36,10,Yes,8,9,0,No
774,CLG0060,114,8.74,9.07,5,No,2,3,5,Yes
775,CLG0049,109,9.56,10.03,6,No,0,2,5,No
776,CLG0076,76,8.77,9.12,2,No,6,6,2,No
777,CLG0034,89,6.14,6.5,10,No,4,4,1,No
778,CLG0044,96,9.44,9.52,5,Yes,3,2,0,No
779,CLG0094,98,6.94,6.96,3,Yes,2,6,0,No
780,CLG0085,109,7.88,7.79,7,No,6,4,1,No
781,CLG0056,102,9.16,9.48,1,No,1,10,4,Yes
782,CLG0092,79,5.94,5.62,5,No,10,4,4,No
783,CLG0042,105,8.92,8.48,3,No,3,10,4,Yes
784,CLG0050,109,7.98,8.43,2,Yes,1,4,2,No
785,CLG0069,108,9.47,8.97,3,No,9,4,4,No
786,CLG0033,116,5.86,6.34,10,No,7,8,2,Yes
787,CLG0098,112,7.1,7.33,4,Yes,2,1,1,No
788,CLG0096,106,9.16,8.99,2,No,4,9,0,No
789,CLG0091,98,5.1,5.3,2,Yes,10,3,3,No
790,CLG0067,75,5.56,5.88,3,No,3,5,3,No
791,CLG0042,106,9.95,9.7,5.619675,No,4,5,2,No
792,CLG0044,103,6.4,6.67,6,No,3,4,2,No
793,CLG0068,104,9.88,10.18,2,No,7,4,5,No
794,CLG0100,80,5.91,5.66,1,No,5,7,0,No
795,CLG0057,83,6.81,6.35,8,No,0,4,1,No
796,CLG0036,115,8.76,8.46,10,No,4,10,0,?
797,CLG0041,99,8.29,7.99,4,No,0,3,5,No
798,CLG0056,110,7.91,7.48,2,No,2,9,2,No
799,CLG0003,100,7.65,7.88,4,Yes,10,4,0,No
800,CLG0056,100,9.22,9.1,2,No,5,4,2,No
801,CLG0056,114,6.17,6.55,5,No,8,10,3,Yes
802,CLG0065,92,7.45299,6.96,7,No,2,8,0,No
803,CLG0039,101,5.78,5.73,6,No,3,7,1,No
804,CLG0040,93,7.98,8.12,2,No,9,4,3,No
805,CLG0039,93,6.25,6.63,4,No,0,8,1,No
806,CLG0027,99.801418,6.67,6.69,8,No,9,10,1,No
807,CLG0067,103,7.36,7.23,7,Yes,1,2,2,No
808,CLG0100,92,5.13,5.5,7,No,6,9,1,No
